--------------------------------------------------------
-- Collect memory reference at line:29@file:../ScriptModule\module.lua
--------------------------------------------------------
-- [Table/Function/String Address/Name]	[Reference Path]	[Reference Count]
--------------------------------------------------------
-- From Root Object: table: 00000140B2BD9400 (registry)
string: "1"	registry.2[_G].luaIdePrintErr.[ups:function:debugger_print].[ups:function:debugger_print].[ups:table:ZZBase64].__code.54[string]	3
function: 00000140B48E2630	registry.2[_G].package.loaded.LuaDebug.[ups:function:start].[ups:function:debug_hook][line:1696@file:.\LuaDebug.lua]	3
string: "e"	registry.2[_G].luaIdePrintErr.[ups:function:debugger_print].[ups:function:debugger_print].[ups:table:ZZBase64].__code.31[string]	3
string: "O"	registry.2[_G].luaIdePrintErr.[ups:function:debugger_print].[ups:function:debugger_print].[ups:table:ZZBase64].__code.15[string]	3
string: "Q"	registry.2[_G].luaIdePrintErr.[ups:function:debugger_print].[ups:function:debugger_print].[ups:table:ZZBase64].__code.17[string]	3
string: "q"	registry.2[_G].luaIdePrintErr.[ups:function:debugger_print].[ups:function:debugger_print].[ups:table:ZZBase64].__code.43[string]	3
string: "v"	registry.2[_G].luaIdePrintErr.[ups:function:debugger_print].[ups:function:debugger_print].[ups:table:ZZBase64].__code.48[string]	3
function: 00007FF69D5D8100	registry.2[_G].package.loaded.LuaDebug.[ups:function:start].[ups:userdata:debug_server].[userdata:metatable].__index[class:tcp{client}].accept[line:-1@file:[C]]	3
string: "K"	registry.2[_G].luaIdePrintErr.[ups:function:debugger_print].[ups:function:debugger_print].[ups:table:ZZBase64].__code.11[string]	3
string: "C"	registry.2[_G].luaIdePrintErr.[ups:function:debugger_print].[ups:function:debugger_print].[ups:table:ZZBase64].__code.3[string]	3
string: "G"	registry.2[_G].luaIdePrintErr.[ups:function:debugger_print].[ups:function:debugger_print].[ups:table:ZZBase64].__code.7[string]	3
table: 00000140B4EFBBE0	registry.2[_G].package.loaded.MemoryReferenceInfo.m_cConfig	3
string: "t"	registry.2[_G].luaIdePrintErr.[ups:function:debugger_print].[ups:function:debugger_print].[ups:table:ZZBase64].__code.46[string]	3
string: "/"	registry.2[_G].luaIdePrintErr.[ups:function:debugger_print].[ups:function:debugger_print].[ups:table:ZZBase64].__code.64[string]	3
string: ""	registry.2[_G].package.loaded.LuaDebug.[ups:function:start].[ups:function:debugger_sendMsg].[ups:table:json].decode.[ups:function:decode_scanString].[ups:table:escapeSequences].\b[string]	3
string: "1_80"	registry.2[_G].StoreData.3002.price[string]	3
string: "lrc"	registry.2[_G].package.loaded.LuaDebug.[ups:function:start].[ups:table:LuaDebugger].hookType[string]	3
string: ""	registry.2[_G].package.loaded.LuaDebug.[ups:function:start].[ups:function:debugger_sendMsg].[ups:table:json].decode.[ups:function:decode_scanString].[ups:table:escapeSequences].\f[string]	3
table: 00000140B495CE70	registry.2[_G].NFServerData.___class	3
table: 00000140B494DE90	registry.2[_G].NFHttpRequest.___class	3
string: "\t"	registry.2[_G].package.loaded.LuaDebug.[ups:function:start].[ups:function:debugger_sendMsg].[ups:table:json].encode.[ups:table:json_private].encodeString.[ups:table:escapeList].	[string]	3
function: 00000140B4EFCE60	registry.2[_G].package.loaded.MemoryReferenceInfo.m_cBases.CollectSingleObjectReferenceInMemory[line:382@file:../ScriptModule/gxlua/MemoryReferenceInfo.lua]	3
string: "	"	registry.2[_G].package.loaded.LuaDebug.[ups:function:start].[ups:function:debugger_sendMsg].[ups:table:json].decode.[ups:function:decode_scanString].[ups:table:escapeSequences].\t[string]	3
function: 00000140B49572B0	registry.2[_G].luaIdePrintErr.[ups:table:json].decode.[ups:function:decode_scanWhitespace][line:502@file:../ScriptModule\LuaDebugjit.lua]	3
function: 00007FF69D5A5170	registry.2[_G].package.loaded.protobuf.c._wmessage_string[line:-1@file:[C]]	3
function: 00000140B4AD6440	registry.2[_G].protobuf.extract.[ups:function:expand].[ups:function:default_table][line:482@file:../ScriptModule/gxlua\protobuf.lua]	3
string: "1_6000"	registry.2[_G].StoreData.2004.firstdiamond[string]	3
string: "\n"	registry.2[_G].package.loaded.LuaDebug.[ups:function:start].[ups:function:debugger_sendMsg].[ups:table:json].decode.[ups:function:decode_scanString].[ups:table:escapeSequences].\r[string]	3
string: "1_270"	registry.2[_G].TableLevelup.100100.CostMoney[string]	3
table: 00000140B4AD56C0	registry.2[_G].protobuf.extract.[ups:function:expand].[ups:function:default_table].[ups:function:decode_message].[ups:table:_R_meta]	3
string: "110000"	registry.2[_G].TableLevelup.60001.ProduceMoney[string]	3
string: "240"	registry.2[_G].TableLevelup.10024.ProduceMoney[string]	3
string: "z"	registry.2[_G].luaIdePrintErr.[ups:function:debugger_print].[ups:function:debugger_print].[ups:table:ZZBase64].__code.52[string]	3
string: "A"	registry.2[_G].luaIdePrintErr.[ups:function:debugger_print].[ups:function:debugger_print].[ups:table:ZZBase64].__code.1[string]	3
table: 00000140B2BD9F80	registry.2[_G].package.loaded.socket.core.try.[ups:table:]	3
function: 00007FF69D5D8520	registry.2[_G].package.loaded.LuaDebug.[ups:function:start].[ups:userdata:debug_server].[userdata:metatable].__index[class:tcp{client}].gettimeout[line:-1@file:[C]]	3
function: 00007FF69D5D7E80	registry.2[_G].package.loaded.LuaDebug.[ups:function:start].[ups:userdata:debug_server].[userdata:metatable].__index[class:tcp{client}].getsockname[line:-1@file:[C]]	3
thread: 00000140B498C6A8	registry.2[_G].package.loaded.LuaDebug.[ups:function:start].[ups:function:debug_hook].[ups:thread:coro_debugger]	3
string: "1_220"	registry.2[_G].TableLevelup.90100.CostMoney[string]	3
string: "f"	registry.2[_G].luaIdePrintErr.[ups:function:debugger_print].[ups:function:debugger_print].[ups:table:ZZBase64].__code.32[string]	3
table: 00000140B2BD9500	registry.2[_G].package.loaded.io	3
function: 00007FF69D5D85B0	registry.2[_G].package.loaded.LuaDebug.[ups:function:start].[ups:userdata:debug_server].[userdata:metatable].__index[class:tcp{client}].settimeout[line:-1@file:[C]]	3
string: "j"	registry.2[_G].luaIdePrintErr.[ups:function:debugger_print].[ups:function:debugger_print].[ups:table:ZZBase64].__code.36[string]	3
thread: 00000140B49E1FF8	registry.2[_G].package.loaded.coroutine.resume.[ups:function:debug_hook].[ups:thread:coro_debugger]	3
function: 00000140B4ACDFE0	registry.2[_G].protobuf.encode.[ups:function:encode_message][line:244@file:../ScriptModule/gxlua\protobuf.lua]	3
string: "480"	registry.2[_G].TableLevelup.10048.ProduceMoney[string]	3
function: 00007FF69D5AAC10	registry.2[_G].protobuf.extract.[ups:function:type][line:-1@file:[C]]	3
string: "1.0.7"	registry.2[_G].package.loaded.LuaDebug.[ups:function:start].[ups:table:LuaDebugger].version[string]	3
function: 00000140B48DC8B0	registry.2[_G].package.loaded.coroutine.resume.[ups:function:debug_hook][line:1673@file:../ScriptModule\LuaDebugjit.lua]	3
table: 00000140B2BD9C80	registry.2[_G].package.loaded.luaopen_lfs	3
function: 00007FF69D5D7F10	registry.2[_G].package.loaded.LuaDebug.[ups:function:start].[ups:userdata:debug_server].[userdata:metatable].__index[class:tcp{client}].getpeername[line:-1@file:[C]]	3
string: "\r"	registry.2[_G].package.loaded.LuaDebug.[ups:function:start].[ups:function:debugger_sendMsg].[ups:table:json].encode.[ups:table:json_private].encodeString.[ups:table:escapeList].[string]	3
string: "a"	registry.2[_G].luaIdePrintErr.[ups:function:debugger_print].[ups:function:debugger_print].[ups:table:ZZBase64].__code.27[string]	3
string: "270"	registry.2[_G].TableLevelup.10027.ProduceMoney[string]	2
string: "4800"	registry.2[_G].TableLevelup.20096.ProduceMoney[string]	2
function: 00000140B37EB370	registry.2[_G].LuaNFrame.pluginManager.[userdata:metatable].GetInitTime[line:-1@file:[C]]	2
function: 00000140B4957EF0	registry.2[_G].PlayerAccountInfo.___const.___getters.Id[line:-1@file:[C]]	2
string: "1003_1200"	registry.2[_G].DailyLotteryDrawTable.8.reward[string]	2
string: "1003_3600"	registry.2[_G].DailyLotteryDrawTable.2.reward[string]	2
string: "550000"	registry.2[_G].TableLevelup.60005.ProduceMoney[string]	2
string: "570"	registry.2[_G].TableLevelup.10057.ProduceMoney[string]	2
function: 00000140B50E05F0	registry.2[_G].package.loaded.MemoryReferenceInfo.m_cBases.CreateObjectReferenceInfoContainerFromFile[line:76@file:../ScriptModule/gxlua/MemoryReferenceInfo.lua]	2
string: "1_790"	registry.2[_G].TableLevelup.200100.CostMoney[string]	2
string: "116000"	registry.2[_G].TableLevelup.30116.ProduceMoney[string]	2
string: "1_380"	registry.2[_G].StoreData.3012.price[string]	2
table: 00000140B4AA9B20	registry.2[_G].protobuf.pack.[ups:table:_pattern_cache]	2
string: "540"	registry.2[_G].TableLevelup.10054.ProduceMoney[string]	2
function: 00000140B37E9FC0	registry.2[_G].LuaNFrame.pluginManager.[userdata:metatable].___const.GetAppID[line:-1@file:[C]]	2
string: "2_3000"	registry.2[_G].taskTable.3003.reward[string]	2
table: 00000140B2BD9080	registry.2[_G].package.preload	2
string: "1_850"	registry.2[_G].TableLevelup.210100.CostMoney[string]	2
table: 00000140B49C1920	registry.2[_G].package.loaded.socket.core.source.[ups:table:table]	2
table: 00000140B2BDAD00	registry.2[_G].package.loaded.coroutine	2
string: "1_19800"	registry.2[_G].StoreData.2006.firstdiamond[string]	2
function: 00000140B37EAAB0	registry.2[_G].LuaNFrame.pluginManager.[userdata:metatable].___const.GetAppName[line:-1@file:[C]]	2
function: 00000140B49C0F20	registry.2[_G].package.loaded.coroutine.resume.[ups:function:debug_hook].[ups:function:_resume].[ups:function:debug_hook].[ups:function:_resume][line:624@file:.\LuaDebug.lua]	2
string: "6000"	registry.2[_G].TableLevelup.30025.ProduceMoney[string]	2
string: "450"	registry.2[_G].TableLevelup.10045.ProduceMoney[string]	2
table: 00000140B49CE320	registry.2[_G].package.loaded.LuaDebug.[ups:function:start].[ups:table:LuaDebugger].breakInfos.luanframe.e:/staticnframe/product/run/scriptmodule/gxlua/luanframe.pathNames	2
string: "1_11800"	registry.2[_G].StoreData.2005.firstdiamond[string]	2
string: "3630000"	registry.2[_G].TableLevelup.50121.ProduceMoney[string]	2
string: "118000"	registry.2[_G].TableLevelup.30118.ProduceMoney[string]	2
string: "330"	registry.2[_G].TableLevelup.10033.ProduceMoney[string]	2
function: 00000140B4AAFF00	registry.2[_G].default[line:528@file:../ScriptModule/gxlua\protobuf.lua]	2
table: 00000140B2BDAC80	registry.2[_G].package.loaded.debug	2
string: "30"	registry.2[_G].TableLevelup.10015.ProduceMoney[string]	2
function: 00000140B4ACCED0	registry.2[_G].protobuf.encode.[ups:function:encode_message].[ups:table:encode_type_cache].[metatable].__index.[ups:table:_encode_type_meta].__index.[ups:table:_writer].5[line:331@file:../ScriptModule/gxlua\protobuf.lua]	2
table: 00000140B4F006E0	registry.2[_G].package.loaded.ProFi.reports.10	2
string: "1_2000"	registry.2[_G].StoreData.3039.price[string]	2
function: 00000140B2BFC800	registry.2[_G].NFHttpRequest.___const.___setters.url[line:-1@file:[C]]	2
table: 00000140B4AD6D40	registry.2[_G].protobuf.pack.[ups:table:_pattern_cache].[metatable].__index.[ups:function:_pattern_create].[ups:table:_pattern_type].137	2
table: 00000140B4EF4E60	registry.2[_G].package.loaded.ProFi.reports.14	2
function: 00000140B49589E0	registry.2[_G].NFServerData.___const.___setters.GetGameId[line:-1@file:[C]]	2
function: 00000140B49C4570	registry.2[_G].luaIdePrintErr.[ups:function:debugger_print].[ups:table:json].encode.[ups:function:isArray].[ups:function:isEncodable][line:587@file:../ScriptModule\LuaDebug.lua]	2
function: 00000140B4A2C5F0	registry.2[_G].package.loaded.coroutine.resume.[ups:function:debug_hook].[ups:function:splitFilePath][line:1014@file:../ScriptModule\LuaDebugjit.lua]	2
string: "12000"	registry.2[_G].TableLevelup.30050.ProduceMoney[string]	2
table: 00000140B49CD220	registry.2[_G].package.loaded.LuaDebug.[ups:function:start].[ups:table:LuaDebugger].breakInfos.luanframe.e:/staticnframe/product/run/scriptmodule/gxlua/luanframe.lines.88	2
function: 00000140B4EFB5E0	registry.2[_G].package.loaded.MemoryReferenceInfo.m_cBases.OutputMemorySnapshotSingleObject[line:791@file:../ScriptModule/gxlua/MemoryReferenceInfo.lua]	2
string: "1_990"	registry.2[_G].TableLevelup.170120.CostMoney[string]	2
table: 00000140B4EFA2E0	registry.2[_G].package.loaded.ProFi.reports.20	2
string: "3100"	registry.2[_G].TableLevelup.20062.ProduceMoney[string]	2
string: "15600"	registry.2[_G].TableLevelup.50001.ProduceMoney[string]	2
string: "1_390"	registry.2[_G].TableLevelup.170020.CostMoney[string]	2
string: "2400"	registry.2[_G].TableLevelup.20048.ProduceMoney[string]	2
table: 00000140B4EF78E0	registry.2[_G].LuaNFrame.ScriptList.1.tbl	2
table: 00000140B4EF94E0	registry.2[_G].package.loaded.ProFi.reports.22	2
string: "1_100;2_10000"	registry.2[_G].TableMail.3.Attachments[string]	2
string: "26000"	registry.2[_G].TableLevelup.20104.ProduceMoney[string]	2
string: "1_370"	registry.2[_G].TableLevelup.90120.CostMoney[string]	2
table: 00000140B4EF82E0	registry.2[_G].package.loaded.ProFi.reports.18	2
string: "390"	registry.2[_G].TableLevelup.10039.ProduceMoney[string]	2
string: "990000"	registry.2[_G].TableLevelup.60009.ProduceMoney[string]	2
table: 00000140B4EFC8E0	registry.2[_G].package.loaded.ProFi.reports.5	2
function: 00000140B4ACCE60	registry.2[_G].protobuf.extract.[ups:function:expand].[ups:function:default_table].[ups:function:decode_message].[ups:table:_R_meta].__index.[ups:table:decode_type_cache].[metatable].__index.[ups:table:_decode_type_meta].__index.[ups:table:_reader].5[line:181@file:../ScriptModule/gxlua\protobuf.lua]	2
userdata: 00007FF69E6D8633	registry.2[_G].NFServerData.[table:value]	2
userdata: 00007FF69E6D8636	registry.2[_G].PlayerAccountInfo.[table:value]	2
string: "2200000"	registry.2[_G].TableLevelup.50110.ProduceMoney[string]	2
userdata: 00007FF69E6D8630	registry.2[_G].LuaNFrame.serverNetEventModule.[userdata:metatable].___const.class.[table:value]	2
userdata: 00007FF69E6D8631	registry.2[_G].NFServerData.___const.[table:value]	2
string: "198000"	registry.2[_G].TableLevelup.30132.ProduceMoney[string]	2
table: 00000140B4EFCCE0	registry.2[_G].package.loaded.ProFi.reports.8	2
function: 00007FF69D5A9FE0	registry.2[_G].package.loaded.luaopen_snapshot[line:-1@file:[C]]	2
string: "300"	registry.2[_G].TableLevelup.10030.ProduceMoney[string]	2
function: 00000140B37EB680	registry.2[_G].LuaNFrame.pluginManager.[userdata:metatable].___const.GetConfigPath[line:-1@file:[C]]	2
string: "18000"	registry.2[_G].TableLevelup.30075.ProduceMoney[string]	2
table: 00000140B2BDA380	registry.2[_G].cjson	2
userdata: 00000140B4AC4848	registry.2[_G].protobuf.pack.[ups:table:_pattern_cache].[metatable].__index.[ups:function:_pattern_create].[ups:userdata:GC]	2
userdata: 00007FF69E6D862F	registry.2[_G].LuaNFrame.serverNetEventModule.[userdata:metatable].[table:value]	2
userdata: 00007FF69E6D862D	registry.2[_G].LuaNFrame.asynMongoModule.[userdata:metatable].___const.class.[table:value]	2
userdata: 00007FF69E6D8626	registry.2[_G].LuaNFrame.logModule.[userdata:metatable].[table:value]	2
userdata: 00007FF69E6D8627	registry.2[_G].LuaNFrame.logModule.[userdata:metatable].___const.class.[table:value]	2
userdata: 00007FF69E6D8625	registry.2[_G].LuaNFrame.logModule.[userdata:metatable].___const.[table:value]	2
userdata: 00007FF69E6D8624	registry.2[_G].NFINetClientModule.[table:value]	2
userdata: 00007FF69E6D862E	registry.2[_G].LuaNFrame.serverNetEventModule.[userdata:metatable].___const.[table:value]	2
userdata: 00007FF69E6D8628	registry.2[_G].LuaNFrame.mongoModule.[userdata:metatable].class.___const.[table:value]	2
userdata: 00007FF69E6D862A	registry.2[_G].LuaNFrame.mongoModule.[userdata:metatable].class.[table:value]	2
userdata: 00007FF69E6D862C	registry.2[_G].LuaNFrame.asynMongoModule.[userdata:metatable].[table:value]	2
userdata: 00007FF69E6D8629	registry.2[_G].LuaNFrame.mongoModule.[userdata:metatable].[table:value]	2
userdata: 00007FF69E6D862B	registry.2[_G].LuaNFrame.asynMongoModule.[userdata:metatable].___const.[table:value]	2
string: "1_130"	registry.2[_G].TableFastLevelup.14.CostDiamond[string]	2
userdata: 00007FF69E6D8623	registry.2[_G].NFINetClientModule.___class.[table:value]	2
function: 00000140B2BFDDE0	registry.2[_G].NFHttpRequest.___const.___getters.type[line:-1@file:[C]]	2
string: "1_5"	registry.2[_G].taskTable.1006.reward[string]	2
string: "2000"	registry.2[_G].TableLevelup.20040.ProduceMoney[string]	2
string: "tcp{client}"	registry.2[_G].package.loaded.LuaDebug.[ups:function:start].[ups:userdata:debug_server].[userdata:metatable].__index[class:tcp{client}].class[string]	2
string: "420"	registry.2[_G].TableLevelup.10042.ProduceMoney[string]	2
function: 00000140B4A2C430	registry.2[_G].StartDebug.[ups:function:start].[ups:function:debugger_sendMsg][line:1111@file:../ScriptModule\LuaDebugjit.lua]	2
string: "720"	registry.2[_G].TableLevelup.10072.ProduceMoney[string]	2
string: "%s"	registry.2[_G].protobuf.pack.[ups:table:_pattern_cache].[metatable].__index.[ups:function:_pattern_create].[ups:table:_pattern_type].5.1[string]	2
function: 00007FF69D59A4C0	registry.2[_G].cjson.decode_max_depth.[ups:userdata:].[userdata:metatable].__gc[line:-1@file:[C]]	2
string: "1003_300"	registry.2[_G].taskTable.3244.reward2[string]	2
string: "1200"	registry.2[_G].TableLevelup.20024.ProduceMoney[string]	2
string: "4000"	registry.2[_G].TableLevelup.20080.ProduceMoney[string]	2
string: "2.1.0"	registry.2[_G].cjson._VERSION[string]	2
table: 00000140B4A6CE20	registry.2[_G].ZoneServer	2
function: 00000140B2BFDF30	registry.2[_G].NFHttpRequest.___const.___getters.remoteHost[line:-1@file:[C]]	2
string: "3_30"	registry.2[_G].StoreData.2003.price[string]	2
function: 00000140B49C12A0	registry.2[_G].package.loaded.LuaDebug.[ups:function:debugger_xpcall][line:1902@file:.\LuaDebug.lua]	2
table: 00000140B4EF47E0	registry.2[_G].package.loaded.ProFi.reports.15	2
function: 00000140B4957390	registry.2[_G].luaIdePrintErr.[ups:table:json].encode.[ups:function:isArray].[ups:function:isEncodable][line:567@file:../ScriptModule\LuaDebugjit.lua]	2
function: 00000140B49C4880	registry.2[_G].package.loaded.coroutine.resume.[ups:function:debug_hook].[ups:function:_resume].[ups:function:debug_hook].[ups:function:debugger_stackInfo].[ups:function:debugger_getFilePathInfo].[ups:function:debugger_convertParentDir].[ups:function:debugger_lastIndex][line:734@file:../ScriptModule\LuaDebug.lua]	2
